HomeTeam,AwayTeam,FTR,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HTGD,ATGD,DiffFormPts,DiffLP
Bournemouth,Liverpool,NH,1.205882353,1.588235294,W,L,L,W,W,W,-0.441176471,0.382352941,-0.029411765,8
Leicester,West Ham,NH,2.117647059,1.558823529,W,W,W,D,D,D,0.764705882,0.352941176,0.235294118,-6
Stoke,Tottenham,NH,1.382352941,1.911764706,L,D,W,W,D,W,-0.176470588,1.029411765,-0.176470588,6
Newcastle,Man City,NH,0.823529412,1.764705882,W,L,L,W,W,W,-0.764705882,0.823529412,-0.176470588,14
Liverpool,Everton,H,1.588235294,1.205882353,W,W,W,D,D,D,0.382352941,0.264705882,0.205882353,-3
Man United,Crystal Palace,H,1.647058824,1.117647059,W,L,W,D,W,D,0.294117647,-0.205882353,0.117647059,-10
West Ham,Watford,H,1.558823529,1.205882353,D,D,D,W,D,L,0.352941176,-0.147058824,0.088235294,-6
Arsenal,West Brom,H,1.764705882,1.176470588,D,D,W,L,L,D,0.647058824,-0.264705882,0.147058824,-12
Aston Villa,Southampton,NH,0.470588235,1.470588235,L,L,L,W,L,W,-1.205882353,0.294117647,-0.294117647,14
Bournemouth,Chelsea,NH,1.171428571,1.342857143,L,W,L,W,L,L,-0.457142857,0.2,-0.028571429,6
Liverpool,Newcastle,NH,1.571428571,0.828571429,D,W,W,D,W,L,0.371428571,-0.742857143,0.171428571,-10
Man City,Stoke,H,1.742857143,1.342857143,D,W,W,L,L,D,0.8,-0.285714286,0.171428571,-5
Leicester,Swansea,H,2.085714286,1.142857143,D,W,W,L,W,D,0.742857143,-0.314285714,0.171428571,-11
Sunderland,Arsenal,NH,0.885714286,1.8,D,W,L,W,D,D,-0.514285714,0.685714286,-0.142857143,15
Tottenham,West Brom,NH,1.942857143,1.142857143,W,W,D,L,L,L,1.114285714,-0.314285714,0.342857143,-11
Arsenal,Norwich,H,1.8,0.885714286,W,D,D,L,L,W,0.685714286,-0.714285714,0.114285714,-17
Everton,Bournemouth,H,1.171428571,1.171428571,L,D,D,L,W,L,0.142857143,-0.457142857,-0.085714286,-5
Newcastle,Crystal Palace,H,0.828571429,1.114285714,D,W,L,D,D,W,-0.742857143,-0.2,-0.028571429,3
Stoke,Sunderland,NH,1.342857143,0.885714286,L,L,D,D,W,L,-0.285714286,-0.514285714,-0.057142857,-8
Watford,Aston Villa,H,1.222222222,0.444444444,W,L,W,L,L,L,-0.166666667,-1.222222222,0.194444444,-7
West Brom,West Ham,NH,1.138888889,1.638888889,D,L,L,W,W,D,-0.305555556,0.472222222,-0.194444444,7
Man United,Leicester,NH,1.666666667,2.111111111,D,W,W,W,D,W,0.333333333,0.833333333,-0.083333333,4
Southampton,Man City,H,1.5,1.777777778,W,D,W,W,D,W,0.333333333,0.888888889,-0.083333333,2
Swansea,Liverpool,H,1.111111111,1.527777778,L,L,W,L,D,W,-0.416666667,0.305555556,-0.083333333,4
Chelsea,Tottenham,NH,1.333333333,1.916666667,D,W,L,D,W,W,0.194444444,1.083333333,-0.111111111,7
Aston Villa,Newcastle,NH,0.444444444,0.833333333,L,L,L,D,D,W,-1.222222222,-0.722222222,-0.138888889,2
Bournemouth,West Brom,NH,1.138888889,1.138888889,L,L,W,D,L,L,-0.527777778,-0.305555556,0.027777778,2
Crystal Palace,Stoke,H,1.083333333,1.305555556,L,D,D,L,L,L,-0.25,-0.388888889,0.055555556,6
Leicester,Everton,H,2.111111111,1.222222222,W,D,W,W,L,D,0.833333333,0.166666667,0.194444444,-10
Norwich,Man United,NH,0.837837838,1.702702703,L,L,L,W,D,W,-0.72972973,0.351351351,-0.189189189,14
Sunderland,Chelsea,H,0.945945946,1.297297297,W,D,D,L,D,W,-0.459459459,0.162162162,0.108108108,7
West Ham,Swansea,NH,1.594594595,1.162162162,L,W,W,W,L,L,0.378378378,-0.351351351,0.027027027,-5
Liverpool,Watford,H,1.567567568,1.189189189,W,L,D,L,W,L,0.351351351,-0.216216216,0.081081081,-5
Man City,Arsenal,NH,1.72972973,1.810810811,L,W,D,W,D,W,0.810810811,0.675675676,0.027027027,2
Tottenham,Southampton,NH,1.891891892,1.540540541,D,D,W,W,W,D,1.054054054,0.378378378,-0.027027027,-3
West Ham,Man United,H,1.594594595,1.702702703,L,W,W,W,D,W,0.378378378,0.351351351,-0.054054054,2
Liverpool,Chelsea,NH,1.567567568,1.297297297,W,L,D,L,D,W,0.351351351,0.162162162,0.162162162,-2
Norwich,Watford,H,0.837837838,1.189189189,L,L,L,L,W,L,-0.72972973,-0.216216216,-0.108108108,6
Sunderland,Everton,H,0.945945946,1.189189189,W,D,D,L,W,L,-0.459459459,0.108108108,0.081081081,6
Arsenal,Aston Villa,H,1.789473684,0.447368421,D,W,D,D,L,L,0.657894737,-1.184210526,0.210526316,-18
Chelsea,Leicester,NH,1.289473684,2.105263158,D,L,D,W,D,W,0.157894737,0.842105263,-0.157894737,9
Everton,Norwich,H,1.157894737,0.894736842,L,L,W,W,L,L,0.026315789,-0.657894737,0.026315789,-8
Newcastle,Tottenham,H,0.894736842,1.842105263,D,W,D,L,D,D,-0.657894737,1,0.026315789,15
Southampton,Crystal Palace,H,1.578947368,1.105263158,W,W,W,W,L,L,0.394736842,-0.236842105,0.210526316,-9
Stoke,West Ham,H,1.263157895,1.631578947,L,D,L,W,L,W,-0.394736842,0.394736842,-0.236842105,2
Swansea,Man City,NH,1.210526316,1.710526316,W,W,L,D,L,W,-0.263157895,0.789473684,0.026315789,8
Watford,Sunderland,NH,1.157894737,1,L,L,W,W,W,D,-0.263157895,-0.368421053,-0.131578947,-4
West Brom,Liverpool,NH,1.105263158,1.552631579,D,L,D,D,W,L,-0.368421053,0.342105263,-0.157894737,6
Man United,Bournemouth,H,1.657894737,1.105263158,L,W,D,D,L,L,0.315789474,-0.526315789,0.157894737,-11
Burnley,Swansea,NH,0,0,M,M,M,M,M,M,0,0,0,1
Crystal Palace,West Brom,NH,0,0,M,M,M,M,M,M,0,0,0,4
Everton,Tottenham,NH,0,0,M,M,M,M,M,M,0,0,0,5
Hull,Leicester,H,0,0,M,M,M,M,M,M,0,0,0,6
Man City,Sunderland,H,0,0,M,M,M,M,M,M,0,0,0,-17
Middlesbrough,Stoke,NH,0,0,M,M,M,M,M,M,0,0,0,6
Southampton,Watford,NH,0,0,M,M,M,M,M,M,0,0,0,-9
Arsenal,Liverpool,NH,0,0,M,M,M,M,M,M,0,0,0,1
Bournemouth,Man United,NH,0,0,M,M,M,M,M,M,0,0,0,3
Chelsea,West Ham,H,0,0,M,M,M,M,M,M,0,0,0,-10
Man United,Southampton,H,1.5,0.5,W,M,M,D,M,M,1,0,1,-2
Burnley,Liverpool,H,0,1.5,L,M,M,W,M,M,-0.5,0.5,-1.5,12
Leicester,Arsenal,NH,0,0,L,M,M,L,M,M,-0.5,-0.5,0,7
Stoke,Man City,NH,0.5,1.5,D,M,M,W,M,M,0,0.5,-1,10
Swansea,Hull,NH,1.5,1.5,W,M,M,W,M,M,0.5,0.5,0,-3
Tottenham,Crystal Palace,H,0.5,0,D,M,M,L,M,M,0,-0.5,0.5,-12
Watford,Chelsea,NH,0.5,1.5,D,M,M,W,M,M,0,0.5,-1,16
West Brom,Everton,NH,1.5,0.5,W,M,M,D,M,M,0.5,0,1,3
Sunderland,Middlesbrough,NH,0,0.5,L,M,M,D,M,M,-0.5,0,-0.5,1
West Ham,Bournemouth,H,0,0,L,M,M,L,M,M,-0.5,-1,0,2
Chelsea,Burnley,H,2,1,W,W,M,W,L,M,0.666666667,0.333333333,1,-15
Crystal Palace,Bournemouth,NH,0,0,L,L,M,L,L,M,-0.666666667,-1,0,5
Everton,Stoke,H,1.333333333,0.333333333,W,D,M,L,D,M,0.333333333,-1,1,-6
Hull,Man United,NH,2,2,W,W,M,W,W,M,1,1.333333333,0,12
Leicester,Swansea,H,0.333333333,1,D,L,M,L,W,M,-0.333333333,-0.333333333,-0.666666667,-3
Southampton,Sunderland,NH,0.333333333,0,L,D,M,L,L,M,-0.666666667,-0.666666667,0.333333333,-12
Tottenham,Liverpool,NH,1.333333333,1,W,D,M,L,W,M,0.333333333,-0.333333333,0.333333333,-2
Watford,Arsenal,NH,0.333333333,0.333333333,L,D,M,D,L,M,-0.333333333,-0.333333333,0,12
Man City,West Ham,H,2,1,W,W,M,W,L,M,1.333333333,0,1,-8
West Brom,Middlesbrough,NH,1,1.333333333,L,W,M,W,D,M,0,0.333333333,-0.333333333,-9
Arsenal,Southampton,H,1,0.5,W,D,L,D,L,D,0.25,-0.5,0.5,-3
Bournemouth,West Brom,H,0.25,1,D,L,L,D,L,W,-0.75,0,-0.75,-1
Burnley,Hull,NH,0.75,1.5,L,W,L,L,W,W,-0.5,0.5,-0.75,-2
Liverpool,Leicester,H,1,1,D,L,W,W,D,L,-0.25,0,0,-8
Man United,Man City,NH,2.25,2.25,W,W,W,W,W,W,1.25,1.5,0,3
Middlesbrough,Crystal Palace,NH,1.25,0.25,D,W,D,D,L,L,0.25,-0.5,1,5
Stoke,Tottenham,NH,0.25,1.25,L,L,D,D,W,D,-1,0.25,-1,11
West Ham,Watford,NH,0.75,0.25,L,W,L,L,L,D,-0.5,-0.75,0.5,-6
Swansea,Chelsea,NH,0.75,2.25,L,L,W,W,W,W,-0.5,1.25,-1.5,14
Sunderland,Everton,NH,0.25,1.75,D,L,L,W,W,D,-0.5,0.5,-1.5,13
Chelsea,Liverpool,NH,2,1.4,D,W,W,W,D,L,1,0.4,0.6,-3
Everton,Middlesbrough,H,2,1,W,W,W,L,D,W,1,0,1,-12
Hull,Arsenal,NH,1.4,1.4,D,L,W,W,W,D,0.4,0.4,0,13
Leicester,Burnley,H,0.8,0.8,L,W,D,D,L,W,-0.6,-0.4,0,-4
Man City,Bournemouth,H,2.4,0.8,W,W,W,W,D,L,1.4,-0.4,1.6,-6
West Brom,West Ham,H,0.8,0.6,L,D,L,L,L,W,-0.2,-0.8,0.2,-1
Crystal Palace,Stoke,H,0.8,0.2,W,D,L,L,L,L,-0.2,-1.6,0.6,1
Southampton,Swansea,H,0.4,0.8,L,D,L,D,L,L,-0.6,-0.4,-0.4,-7
Tottenham,Sunderland,H,1.6,0.2,W,D,W,L,D,L,1,-1,1.4,-18
Watford,Man United,H,0.8,1.8,W,L,L,L,W,W,-0.2,0.8,-1,11
Arsenal,Chelsea,H,1.666666667,1.666666667,W,W,W,L,D,W,0.833333333,0.666666667,0,4
Bournemouth,Everton,H,0.666666667,2.166666667,L,W,D,W,W,W,-1,1.166666667,-1.5,2
Liverpool,Hull,H,1.666666667,1.166666667,W,W,D,L,D,L,0.5,-0.166666667,0.5,-14
Man United,Leicester,H,1.5,1.166666667,L,L,W,W,L,W,0.333333333,0,0.333333333,-6
Middlesbrough,Tottenham,NH,0.833333333,1.833333333,L,L,D,W,W,D,-0.333333333,1,-1,17
Stoke,West Brom,NH,0.166666667,1.166666667,L,L,L,W,L,D,-1.833333333,0.166666667,-1,3
Sunderland,Crystal Palace,NH,0.166666667,1.166666667,L,L,D,W,W,D,-1,0.333333333,-1,6
Swansea,Man City,NH,0.666666667,2.5,L,D,L,W,W,W,-0.5,1.833333333,-1.833333333,12
West Ham,Southampton,NH,0.5,0.833333333,L,L,L,W,L,D,-1,-0.333333333,-0.333333333,3
Burnley,Watford,H,0.666666667,1.166666667,L,D,L,W,W,L,-0.833333333,0.166666667,-0.5,-1
Everton,Crystal Palace,NH,1.857142857,1.428571429,L,W,W,W,W,W,0.857142857,0.428571429,0.285714286,-7
Hull,Chelsea,NH,1,1.428571429,L,L,D,L,L,D,-0.714285714,0.142857143,-0.428571429,17
Sunderland,West Brom,NH,0.142857143,1.142857143,L,L,L,D,W,L,-1,0.142857143,-0.571428571,10
Swansea,Liverpool,NH,0.571428571,1.857142857,L,L,D,W,W,W,-0.714285714,1,-1.285714286,11
Watford,Bournemouth,NH,1,1,L,W,W,W,L,W,-0.142857143,-0.714285714,-0.142857143,8
West Ham,Middlesbrough,NH,0.428571429,0.714285714,L,L,L,L,L,L,-1.285714286,-0.428571429,-0.142857143,-8
Burnley,Arsenal,NH,1,1.857142857,W,L,D,W,W,W,-0.428571429,1.142857143,-0.857142857,11
Leicester,Southampton,NH,1,1.142857143,L,W,L,W,W,L,-0.428571429,0.142857143,0,4
Man United,Stoke,NH,1.714285714,0.285714286,W,L,L,D,L,L,0.714285714,-1.571428571,1.142857143,-7
Tottenham,Man City,H,2,2.571428571,W,W,W,W,W,W,1,1.857142857,-0.285714286,-1
Arsenal,Swansea,H,2,0.5,W,W,W,L,L,L,1.125,-0.75,1.75,-10
Bournemouth,Hull,H,1,0.875,D,W,L,L,L,L,-0.625,-0.875,0.875,-9
Chelsea,Leicester,H,1.625,1,W,L,L,D,L,W,0.375,-0.375,0,-11
Crystal Palace,West Ham,NH,1.375,0.5,D,W,W,D,L,L,0.375,-1.125,1.25,3
Man City,Everton,NH,2.25,1.75,L,W,W,D,L,W,1.375,0.75,0.25,-4
Stoke,Sunderland,H,0.375,0.25,D,D,L,D,L,L,-1.375,-0.875,0,-7
West Brom,Tottenham,NH,1.125,2.125,D,D,W,W,W,W,0.125,1.125,-0.875,8
Middlesbrough,Watford,NH,0.75,1,D,L,L,D,L,W,-0.375,-0.125,-0.625,2
Southampton,Burnley,H,1.125,0.875,D,W,W,L,W,L,0.125,-0.5,0.5,-8
Liverpool,Man United,NH,2,1.625,W,W,W,D,W,L,1,0.625,0.75,-2
Arsenal,Middlesbrough,NH,2.111111111,0.666666667,W,W,W,L,D,L,1.111111111,-0.444444444,1.555555556,-14
Bournemouth,Tottenham,NH,1.222222222,2,W,D,W,D,W,W,0,1,-0.333333333,7
Burnley,Everton,H,0.777777778,1.666666667,L,L,W,D,D,L,-0.666666667,0.666666667,-0.444444444,9
Hull,Stoke,NH,0.777777778,0.666666667,L,L,L,W,D,D,-1.333333333,-1,-0.444444444,5
Leicester,Crystal Palace,H,0.888888889,1.222222222,L,D,L,L,D,W,-0.666666667,0.222222222,-0.666666667,-2
Liverpool,West Brom,H,1.888888889,1.111111111,D,W,W,D,D,D,0.888888889,0.111111111,0.777777778,-6
Swansea,Watford,NH,0.444444444,1.222222222,L,L,L,W,D,L,-0.777777778,0,-1,-2
West Ham,Sunderland,H,0.777777778,0.222222222,W,D,L,L,D,L,-0.888888889,-1,0.333333333,-9
Chelsea,Man United,H,1.777777778,1.555555556,W,W,L,D,D,W,0.666666667,0.555555556,0.222222222,-5
Man City,Southampton,NH,2.111111111,1.333333333,D,L,W,W,D,W,1.222222222,0.333333333,0,-5
Crystal Palace,Liverpool,NH,1.1,2,L,L,D,W,D,W,0,0.9,-0.6,10
Man United,Burnley,NH,1.4,1,L,D,D,W,L,L,0.1,-0.5,-0.1,-10
Middlesbrough,Bournemouth,H,0.7,1.2,D,L,D,D,W,D,-0.4,0,-0.6,10
Sunderland,Arsenal,NH,0.2,2,L,L,D,D,W,W,-1,1,-1.2,15
Tottenham,Leicester,NH,1.9,1.1,D,D,W,W,L,D,0.9,-0.4,0.4,-10
Watford,Hull,H,1.2,0.7,D,W,D,L,L,L,0,-1.4,0.8,-1
West Brom,Man City,NH,1,2,L,D,D,D,D,L,0,1.1,-0.2,7
Everton,West Ham,H,1.5,1,L,D,D,W,W,D,0.5,-0.7,-0.2,-4
Southampton,Chelsea,NH,1.3,1.9,D,W,D,W,W,W,0.3,1,0.2,7
Stoke,Swansea,H,0.9,0.5,W,W,D,D,L,L,-0.7,-0.7,0.7,-2
Bournemouth,Sunderland,NH,1.090909091,0.181818182,L,D,W,L,L,L,-0.181818182,-1.181818182,0.636363636,-11
Burnley,Crystal Palace,H,1,1,D,W,L,L,L,L,-0.454545455,-0.181818182,0.272727273,2
Chelsea,Everton,H,2,1.636363636,W,W,W,W,L,D,1.090909091,0.636363636,0.636363636,-6
Man City,Middlesbrough,NH,2.090909091,0.909090909,W,D,D,W,D,L,1.363636364,-0.181818182,0.272727273,-16
West Ham,Stoke,NH,0.909090909,1.090909091,L,W,W,W,W,W,-0.818181818,-0.454545455,-0.363636364,-2
Arsenal,Tottenham,NH,2.090909091,1.818181818,W,D,W,D,D,D,1.181818182,0.818181818,0.363636364,3
Hull,Southampton,H,0.636363636,1.181818182,L,L,L,L,D,W,-1.363636364,0.090909091,-0.727272727,10
Leicester,West Brom,NH,1.090909091,0.909090909,D,W,L,L,L,D,-0.363636364,-0.363636364,0.181818182,2
Liverpool,Watford,H,2.090909091,1.363636364,W,W,D,W,D,W,1,0.090909091,0.454545455,-13
Swansea,Man United,NH,0.454545455,1.363636364,L,D,L,D,L,D,-0.818181818,0.090909091,-0.454545455,9
Crystal Palace,Man City,NH,0.916666667,2,L,L,L,D,W,D,-0.25,1.25,-0.416666667,11
Everton,Swansea,NH,1.5,0.416666667,L,W,L,L,L,D,0.166666667,-0.916666667,0.333333333,-8
Man United,Arsenal,NH,1.5,2,W,D,L,D,W,D,0.25,1.083333333,-0.416666667,1
Southampton,Liverpool,NH,1.083333333,2.166666667,L,L,D,W,W,W,0,1.333333333,-0.666666667,4
Stoke,Bournemouth,NH,1.083333333,1,D,W,W,L,L,D,-0.416666667,-0.25,0.5,4
Sunderland,Hull,H,0.416666667,0.833333333,W,L,L,W,L,L,-1,-1.166666667,0.083333333,2
Tottenham,West Ham,H,1.75,0.916666667,D,D,D,D,L,W,0.75,-0.75,-0.083333333,-9
Watford,Leicester,H,1.25,1,L,W,D,L,D,W,-0.333333333,-0.416666667,0.25,5
Middlesbrough,Chelsea,NH,0.916666667,2.083333333,D,W,D,W,W,W,-0.166666667,1.416666667,-0.75,18
West Brom,Burnley,H,1.083333333,1.166666667,W,L,L,W,D,W,-0.25,-0.333333333,-0.166666667,-6
Burnley,Man City,NH,1.076923077,2.076923077,L,W,D,W,D,W,-0.615384615,1.230769231,-0.153846154,13
Chelsea,Tottenham,H,2.153846154,1.846153846,W,W,W,W,D,D,1.384615385,0.769230769,0.615384615,-1
Hull,West Brom,NH,0.769230769,1.230769231,L,W,L,W,W,L,-1.307692308,0.076923077,-0.307692308,8
Leicester,Middlesbrough,NH,0.923076923,0.846153846,L,L,D,L,D,W,-0.461538462,-0.230769231,-0.076923077,-7
Liverpool,Sunderland,H,2.076923077,0.615384615,D,W,W,W,W,L,1.230769231,-0.692307692,0.384615385,-16
Swansea,Crystal Palace,H,0.461538462,0.846153846,D,L,L,L,L,L,-0.846153846,-0.307692308,0.153846154,1
Arsenal,Bournemouth,H,1.923076923,1.153846154,D,D,W,W,L,L,1,-0.153846154,0.153846154,-4
Man United,West Ham,NH,1.461538462,0.846153846,D,W,D,L,D,L,0.230769231,-0.769230769,-0.076923077,-5
Southampton,Everton,H,1.076923077,1.461538462,D,L,L,D,L,W,0,0.153846154,0,1
Watford,Stoke,NH,1.384615385,1,W,L,W,L,D,W,-0.230769231,-0.461538462,0,4
Crystal Palace,Southampton,H,0.785714286,1.214285714,L,L,L,W,D,L,-0.357142857,0.071428571,-0.357142857,6
Man City,Chelsea,NH,2.142857143,2.214285714,W,W,D,W,W,W,1.214285714,1.357142857,-0.285714286,2
Stoke,Burnley,H,1.142857143,1,W,L,D,L,L,W,-0.357142857,-0.642857143,0.214285714,-3
Sunderland,Leicester,H,0.571428571,0.928571429,L,W,W,D,L,L,-0.785714286,-0.428571429,0.071428571,8
Tottenham,Swansea,H,1.714285714,0.642857143,L,W,D,W,D,L,0.642857143,-0.714285714,0.071428571,-13
West Brom,Watford,H,1.214285714,1.285714286,D,W,W,L,W,L,0.071428571,-0.285714286,0,-7
West Ham,Arsenal,NH,0.857142857,2,D,L,D,W,D,D,-0.714285714,1.071428571,-0.285714286,6
Bournemouth,Liverpool,H,1.071428571,2.142857143,L,W,L,W,D,W,-0.285714286,1.285714286,-0.642857143,5
Everton,Man United,NH,1.357142857,1.428571429,L,D,L,D,D,W,0.071428571,0.214285714,-0.142857143,1
Middlesbrough,Hull,H,0.857142857,0.785714286,D,L,D,D,L,W,-0.214285714,-1.214285714,0.142857143,1
Arsenal,Stoke,H,2.066666667,1.266666667,W,W,D,W,W,L,1.266666667,-0.2,0.066666667,-8
Burnley,Bournemouth,H,0.933333333,1.2,L,L,L,W,L,W,-0.733333333,-0.2,-0.133333333,7
Hull,Crystal Palace,NH,0.733333333,0.933333333,L,D,L,W,L,L,-1.2,-0.133333333,0.066666667,4
Leicester,Man City,H,0.866666667,2,L,D,L,L,W,W,-0.466666667,1,-0.533333333,9
Swansea,Sunderland,H,0.6,0.733333333,L,W,D,W,L,W,-1,-0.666666667,-0.333333333,-5
Watford,Everton,H,1.2,1.333333333,L,L,W,D,L,D,-0.4,0.066666667,0.066666667,10
Chelsea,West Brom,H,2.266666667,1.333333333,W,W,W,W,D,W,1.4,0.2,0.333333333,-9
Liverpool,West Ham,NH,2,0.8,L,W,D,L,D,L,1.133333333,-0.933333333,0.533333333,-7
Man United,Tottenham,H,1.4,1.8,D,D,D,W,L,W,0.2,0.933333333,-0.066666667,4
Southampton,Middlesbrough,H,1.133333333,1,L,W,D,W,D,L,-0.133333333,-0.133333333,-0.266666667,-11
Bournemouth,Leicester,H,1.125,1,L,W,L,W,L,D,-0.25,-0.3125,0.125,-3
Everton,Arsenal,H,1.25,2.125,L,D,L,W,W,W,0,1.3125,-0.5625,2
Crystal Palace,Man United,NH,0.9375,1.5,D,W,L,W,D,D,-0.125,0.25,-0.3125,8
Man City,Watford,H,1.875,1.3125,L,L,W,W,L,L,0.8125,-0.3125,0.0625,-14
Middlesbrough,Liverpool,NH,0.9375,1.9375,L,W,D,D,L,W,-0.1875,1.0625,-0.1875,15
Stoke,Southampton,NH,1.1875,1.25,L,W,W,W,L,W,-0.3125,-0.0625,0,5
Sunderland,Chelsea,NH,0.6875,2.3125,L,W,L,W,W,W,-0.8125,1.375,-0.375,19
Tottenham,Hull,H,1.6875,0.75,L,W,L,D,L,D,0.8125,-1.125,0.125,-16
West Brom,Swansea,H,1.25,0.75,L,W,D,W,L,W,0.125,-0.75,0.1875,-5
West Ham,Burnley,H,0.8125,1.0625,D,L,D,W,L,L,-0.875,-0.625,-0.1875,-5
Crystal Palace,Chelsea,NH,0.882352941,2.352941176,L,D,W,W,W,W,-0.176470588,1.352941176,-0.647058824,13
Middlesbrough,Swansea,H,0.882352941,0.705882353,L,L,W,L,W,L,-0.352941176,-0.823529412,-0.176470588,4
Stoke,Leicester,NH,1.176470588,0.941176471,D,L,W,L,W,L,-0.294117647,-0.352941176,0.176470588,1
Sunderland,Watford,H,0.647058824,1.235294118,L,L,W,L,W,L,-0.823529412,-0.411764706,0,3
West Brom,Man United,NH,1.352941176,1.588235294,W,L,W,W,W,D,0.235294118,0.294117647,0.058823529,4
West Ham,Hull,H,0.941176471,0.705882353,W,D,L,L,D,L,-0.764705882,-1.235294118,0.176470588,-7
Bournemouth,Southampton,NH,1.235294118,1.235294118,W,L,W,D,W,L,-0.176470588,-0.058823529,0.058823529,1
Man City,Arsenal,H,1.941176471,2,W,L,L,L,W,W,0.882352941,1.176470588,-0.058823529,-2
Tottenham,Burnley,H,1.764705882,1,W,L,W,L,W,L,0.941176471,-0.647058824,0.352941176,-14
Everton,Liverpool,NH,1.352941176,2,W,L,D,W,D,L,0.058823529,1.176470588,-0.176470588,3
Arsenal,West Brom,H,1.888888889,1.277777778,L,L,W,L,W,L,1.055555556,0.111111111,0.111111111,-5
Burnley,Middlesbrough,H,0.944444444,1,L,L,W,W,L,L,-0.666666667,-0.166666667,-0.222222222,-3
Chelsea,Bournemouth,H,2.388888889,1.166666667,W,W,W,L,W,L,1.333333333,-0.277777778,0.5,-8
Hull,Man City,NH,0.666666667,2,L,L,D,W,W,L,-1.222222222,0.888888889,-0.388888889,15
Leicester,Everton,NH,0.944444444,1.277777778,D,L,W,L,W,L,-0.333333333,0,0.055555556,5
Man United,Sunderland,H,1.666666667,0.777777778,W,W,W,W,L,L,0.388888889,-0.722222222,0.277777778,-14
Swansea,West Ham,NH,0.666666667,1.055555556,L,L,W,W,W,D,-0.944444444,-0.666666667,-0.111111111,4
Watford,Crystal Palace,NH,1.166666667,0.833333333,L,L,W,L,L,D,-0.444444444,-0.222222222,-0.055555556,3
Liverpool,Stoke,H,2.055555556,1.166666667,W,W,D,D,D,L,1.166666667,-0.277777778,0.111111111,-9
Southampton,Tottenham,NH,1.333333333,1.833333333,W,D,W,W,W,L,0.055555556,0.944444444,0.055555556,6
Hull,Everton,NH,0.631578947,1.368421053,L,L,L,W,L,W,-1.315789474,0.105263158,-0.315789474,11
Burnley,Sunderland,H,1.052631579,0.736842105,W,L,L,L,W,L,-0.578947368,-0.789473684,0,-4
Chelsea,Stoke,H,2.421052632,1.105263158,W,W,W,L,D,D,1.421052632,-0.421052632,0.526315789,-12
Leicester,West Ham,H,0.894736842,1.157894737,L,D,L,W,W,W,-0.421052632,-0.473684211,-0.315789474,1
Liverpool,Man City,H,2.105263158,2.052631579,W,W,W,W,W,W,1.263157895,1,0.052631579,1
Man United,Middlesbrough,H,1.736842105,0.947368421,W,W,W,L,W,L,0.473684211,-0.210526316,0.368421053,-13
Southampton,West Brom,NH,1.263157895,1.210526316,L,W,D,L,L,W,-0.105263158,0.052631579,0.052631579,-2
Swansea,Bournemouth,NH,0.631578947,1.105263158,L,L,L,L,L,W,-1.052631579,-0.421052632,-0.157894737,6
Arsenal,Crystal Palace,H,1.947368421,0.842105263,W,L,L,D,L,L,1.052631579,-0.210526316,0.210526316,-9
Watford,Tottenham,NH,1.157894737,1.894736842,D,L,L,W,W,W,-0.421052632,1.052631579,-0.421052632,15
Everton,Southampton,H,1.35,1.2,D,W,L,L,L,W,0.1,-0.15,0,-1
Man City,Burnley,H,1.95,1.15,L,W,W,W,W,L,0.9,-0.4,0,-13
Middlesbrough,Leicester,NH,0.9,1,L,L,W,W,L,D,-0.25,-0.35,-0.2,7
Sunderland,Liverpool,NH,0.7,2.15,L,L,W,W,W,W,-0.9,1.25,-0.5,16
West Brom,Hull,H,1.3,0.65,W,L,L,D,L,L,0.1,-1.25,0.2,-8
West Ham,Man United,NH,1.1,1.8,L,W,W,W,W,W,-0.5,0.5,-0.25,5
Bournemouth,Arsenal,NH,1.2,2,W,L,L,W,W,L,-0.25,1.1,-0.15,4
Crystal Palace,Swansea,NH,0.8,0.6,L,D,L,L,L,L,-0.3,-1.15,-0.05,-1
Stoke,Watford,H,1.05,1.1,L,L,D,L,D,L,-0.5,-0.55,-0.1,-4
Tottenham,Chelsea,H,1.95,2.45,W,W,W,W,W,W,1.15,1.45,-0.15,1
Burnley,Southampton,H,1.095238095,1.142857143,L,W,W,L,L,L,-0.428571429,-0.285714286,0.095238095,8
Hull,Bournemouth,H,0.619047619,1.19047619,L,D,L,D,W,L,-1.285714286,-0.238095238,-0.285714286,9
Leicester,Chelsea,NH,1,2.333333333,D,W,L,L,W,W,-0.333333333,1.285714286,-0.333333333,11
Sunderland,Stoke,NH,0.714285714,1.142857143,D,L,L,W,L,L,-0.857142857,-0.380952381,-0.047619048,7
Swansea,Arsenal,NH,0.714285714,1.952380952,W,L,L,D,W,W,-1.047619048,1.047619048,-0.19047619,10
Tottenham,West Brom,H,2,1.380952381,W,W,W,W,W,L,1.19047619,0.19047619,0.285714286,-8
Watford,Middlesbrough,NH,1.047619048,0.904761905,L,L,D,D,L,L,-0.619047619,-0.238095238,-0.142857143,-2
West Ham,Crystal Palace,H,1.047619048,0.761904762,L,L,W,L,L,D,-0.571428571,-0.333333333,0.380952381,-3
Everton,Man City,H,1.428571429,2,W,D,W,W,L,W,0.238095238,0.904761905,-0.095238095,4
Man United,Liverpool,NH,1.857142857,2.095238095,W,W,W,D,W,W,0.571428571,1.19047619,0.095238095,2
