HomeTeam,AwayTeam,FTR,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HTGD,ATGD,DiffFormPts,DiffLP
Derby,Wimbledon,H,0.923076923,1.076923077,L,D,D,L,L,W,-0.423076923,-0.307692308,0.076923077,-2
Everton,Sheffield Weds,NH,1.384615385,0.653846154,W,W,L,L,D,L,0.269230769,-1.076923077,0.038461538,-5
Man United,Liverpool,NH,2.111111111,1.777777778,D,W,L,D,W,W,0.962962963,0.62962963,-0.037037037,-3
Newcastle,Chelsea,NH,1.259259259,1.703703704,W,W,D,W,W,W,0.185185185,0.481481481,-0.037037037,6
Southampton,Middlesbrough,NH,1.111111111,1.185185185,D,L,W,D,W,L,-0.407407407,-0.37037037,0.222222222,3
Tottenham,Bradford,NH,1.407407407,0.925925926,W,L,L,D,L,W,0.222222222,-0.592592593,-0.111111111,-7
Watford,West Ham,NH,0.555555556,1.407407407,L,D,L,W,L,W,-1.259259259,0,-0.296296296,11
Aston Villa,Arsenal,NH,1.407407407,1.740740741,D,W,W,W,L,L,0.259259259,0.703703704,0.074074074,4
Leeds,Coventry,H,1.888888889,1.185185185,D,L,W,L,L,W,0.37037037,0.111111111,0.111111111,-11
Leicester,Sunderland,H,1.407407407,1.481481481,W,D,W,D,L,D,0.074074074,0.185185185,0.222222222,1
West Ham,Southampton,H,1.407407407,1.111111111,W,L,W,D,L,W,0,-0.407407407,-0.037037037,-6
Aston Villa,Coventry,H,1.407407407,1.185185185,D,W,W,L,L,W,0.259259259,0.111111111,0.185185185,-8
Chelsea,Everton,NH,1.75,1.428571429,W,W,W,D,W,W,0.5,0.392857143,0.107142857,-8
Liverpool,Sunderland,NH,1.75,1.428571429,D,D,W,L,D,L,0.607142857,0.071428571,0.25,-3
Man United,Derby,H,2.071428571,1,D,D,W,W,D,L,0.928571429,-0.25,0.071428571,-15
Newcastle,Watford,H,1.214285714,0.535714286,L,W,W,L,L,D,0.142857143,-1.25,0.214285714,-9
Sheffield Weds,West Ham,H,0.642857143,1.464285714,D,L,L,W,W,L,-1.071428571,0.071428571,-0.25,9
Tottenham,Southampton,H,1.392857143,1.071428571,D,W,L,L,D,L,0.214285714,-0.464285714,-0.107142857,-5
Wimbledon,Leicester,H,1.035714286,1.357142857,L,D,L,L,W,D,-0.428571429,0.035714286,-0.107142857,10
Bradford,Leeds,NH,0.928571429,1.928571429,D,D,L,W,D,L,-0.571428571,0.464285714,0.035714286,14
Middlesbrough,Arsenal,H,1.178571429,1.714285714,D,D,W,D,W,L,-0.357142857,0.678571429,0,10
Coventry,Everton,H,1.142857143,1.428571429,L,L,L,D,W,W,0,0.392857143,-0.25,1
Liverpool,Aston Villa,NH,1.724137931,1.448275862,D,D,D,W,D,D,0.586206897,0.275862069,-0.068965517,-2
Coventry,Bradford,H,1.103448276,0.896551724,L,L,L,L,D,D,-0.034482759,-0.586206897,-0.068965517,-3
Derby,Liverpool,NH,0.965517241,1.724137931,L,W,D,D,D,D,-0.310344828,0.586206897,-0.137931034,12
Leicester,Man United,NH,1.310344828,2.103448276,L,L,W,W,D,D,-0.034482759,0.965517241,-0.034482759,7
Southampton,Aston Villa,H,1.034482759,1.448275862,L,L,D,W,D,D,-0.620689655,0.275862069,-0.24137931,9
Sunderland,Middlesbrough,NH,1.413793103,1.24137931,D,L,D,W,D,D,0.068965517,-0.310344828,-0.172413793,-5
Watford,Sheffield Weds,H,0.517241379,0.724137931,L,L,L,W,D,L,-1.24137931,-0.965517241,-0.137931034,2
West Ham,Chelsea,NH,1.413793103,1.724137931,L,W,W,D,W,W,0,0.482758621,-0.137931034,4
Arsenal,Tottenham,H,1.655172414,1.448275862,L,D,W,W,D,W,0.620689655,0.379310345,-0.103448276,-8
Everton,Newcastle,NH,1.413793103,1.275862069,D,D,W,W,L,W,0.379310345,0.172413793,0.034482759,2
Leeds,Wimbledon,H,2,1.066666667,W,W,W,L,W,L,0.566666667,-0.466666667,0.2,-15
Aston Villa,Derby,H,1.433333333,0.933333333,D,W,D,L,L,W,0.266666667,-0.366666667,0.166666667,-10
Bradford,Man United,NH,0.866666667,2.133333333,L,L,D,W,W,D,-0.7,1,-0.3,16
Chelsea,Southampton,NH,1.7,1.1,D,D,W,W,L,L,0.466666667,-0.533333333,0.233333333,-10
Liverpool,Newcastle,H,1.766666667,1.333333333,W,D,D,W,W,L,0.633333333,0.233333333,-0.1,-7
Middlesbrough,Sheffield Weds,H,1.233333333,0.7,D,W,D,L,W,D,-0.3,-0.966666667,0.166666667,-6
Sunderland,Everton,H,1.4,1.366666667,D,D,L,L,D,D,0.066666667,0.333333333,-0.166666667,-6
Watford,Tottenham,NH,0.6,1.4,W,L,L,L,W,D,-1.166666667,0.333333333,-0.1,10
Arsenal,Coventry,H,1.7,1.166666667,W,L,D,W,L,L,0.633333333,0,0.133333333,-12
Leicester,Leeds,H,1.366666667,2,W,L,L,W,W,W,0,0.566666667,-0.1,5
West Ham,Wimbledon,H,1.451612903,1.032258065,W,D,L,L,L,W,0.032258065,-0.483870968,0.193548387,-9
Coventry,Liverpool,NH,1.225806452,1.806451613,W,W,L,W,W,D,0.129032258,0.64516129,-0.096774194,10
Everton,Watford,H,1.322580645,0.612903226,L,L,D,D,W,L,0.258064516,-1.129032258,0.032258065,-7
Leeds,Chelsea,NH,1.935483871,1.677419355,L,W,W,D,D,D,0.516129032,0.451612903,0.032258065,-2
Man United,West Ham,H,2.161290323,1.451612903,W,W,W,W,D,L,1.096774194,0.032258065,0.032258065,-8
Newcastle,Bradford,H,1.290322581,0.838709677,L,W,W,L,L,L,0.193548387,-0.806451613,0.225806452,-6
Southampton,Sunderland,NH,1.096774194,1.451612903,D,W,L,W,D,D,-0.516129032,0.096774194,-0.032258065,8
Wimbledon,Arsenal,NH,1.032258065,1.741935484,L,L,W,W,W,L,-0.483870968,0.709677419,-0.193548387,16
Derby,Leicester,H,0.903225806,1.322580645,L,L,L,L,W,L,-0.419354839,-0.096774194,-0.064516129,8
Tottenham,Middlesbrough,NH,1.387096774,1.290322581,D,L,W,W,D,W,0.322580645,-0.258064516,-0.032258065,-2
Sheffield Weds,Aston Villa,NH,0.65625,1.4375,L,L,L,W,L,D,-0.96875,0.25,-0.125,12
Bradford,Southampton,NH,0.8125,1.0625,L,L,L,L,D,W,-0.84375,-0.53125,-0.09375,2
Leicester,Everton,NH,1.3125,1.28125,D,L,W,L,L,L,-0.09375,0.21875,0.0625,-5
Sunderland,Wimbledon,H,1.5,1,W,W,D,L,L,L,0.125,-0.53125,0.15625,-11
Watford,Derby,NH,0.59375,0.96875,L,D,W,W,L,L,-1.15625,-0.3125,-0.0625,4
Aston Villa,Leeds,H,1.4375,1.875,W,L,D,L,L,W,0.25,0.46875,-0.03125,3
Liverpool,Tottenham,H,1.84375,1.34375,W,W,W,L,D,L,0.71875,0.28125,0.1875,-6
Middlesbrough,Man United,NH,1.34375,2.1875,W,W,D,W,W,W,-0.21875,1.25,-0.0625,11
Chelsea,Coventry,H,1.71875,1.1875,W,D,D,L,W,W,0.46875,0.03125,0.09375,-9
West Ham,Newcastle,H,1.40625,1.34375,L,W,D,W,L,W,-0.15625,0.25,-0.0625,-2
Wimbledon,Sheffield Weds,NH,0.96969697,0.727272727,L,L,L,W,L,L,-0.545454545,-0.878787879,-0.090909091,0
Coventry,Middlesbrough,H,1.151515152,1.303030303,L,L,W,L,W,W,-0.060606061,-0.242424242,-0.121212121,2
Derby,West Ham,NH,0.96969697,1.454545455,D,W,L,W,L,W,-0.303030303,-0.121212121,-0.090909091,7
Everton,Bradford,H,1.333333333,0.787878788,W,L,L,L,L,L,0.272727273,-0.848484848,0.121212121,-4
Man United,Sunderland,H,2.212121212,1.545454545,W,W,W,W,W,W,1.242424242,0.151515152,0.121212121,-6
Newcastle,Leicester,NH,1.303030303,1.363636364,L,W,L,W,D,L,0.212121212,-0.03030303,0.060606061,3
Sheffield Weds,Chelsea,H,0.727272727,1.757575758,W,L,L,W,W,D,-0.878787879,0.484848485,-0.090909091,13
Southampton,Watford,H,1.121212121,0.606060606,W,L,D,D,L,D,-0.484848485,-1.121212121,0.060606061,-5
Tottenham,Aston Villa,NH,1.303030303,1.484848485,L,L,D,W,W,L,0.212121212,0.272727273,-0.181818182,4
Leeds,Arsenal,NH,1.818181818,1.818181818,L,L,L,W,W,W,0.424242424,0.848484848,-0.181818182,1
Wimbledon,Liverpool,NH,0.941176471,1.911764706,L,L,L,W,W,W,-0.588235294,0.764705882,-0.441176471,14
Leicester,Tottenham,NH,1.323529412,1.264705882,L,W,D,L,L,L,-0.058823529,0.147058824,0.176470588,-2
Bradford,Derby,NH,0.764705882,0.941176471,L,L,L,L,D,W,-0.941176471,-0.323529412,-0.117647059,1
Everton,Liverpool,NH,1.323529412,1.911764706,D,W,L,W,W,W,0.264705882,0.764705882,-0.323529412,9
Aston Villa,Leicester,NH,1.529411765,1.323529412,W,W,W,L,W,D,0.294117647,-0.058823529,0.088235294,-2
Chelsea,Middlesbrough,NH,1.705882353,1.264705882,L,W,W,L,L,W,0.441176471,-0.264705882,0.029411765,-7
Sheffield Weds,Sunderland,NH,0.794117647,1.5,W,W,L,L,W,W,-0.823529412,0.029411765,-0.117647059,11
Southampton,Man United,NH,1.176470588,2.235294118,W,W,L,W,W,W,-0.411764706,1.323529412,-0.147058824,14
Tottenham,Wimbledon,H,1.264705882,0.941176471,L,L,L,L,L,L,0.147058824,-0.588235294,0.029411765,-8
West Ham,Coventry,H,1.5,1.117647059,W,W,L,L,L,L,-0.088235294,-0.088235294,0.117647059,-5
Newcastle,Leeds,NH,1.257142857,1.742857143,D,L,L,D,L,L,0.142857143,0.285714286,0.085714286,8
Watford,Arsenal,NH,0.571428571,1.885714286,L,L,D,W,W,W,-1.142857143,0.857142857,-0.371428571,18
Derby,Southampton,H,0.942857143,1.142857143,D,L,D,L,W,W,-0.314285714,-0.457142857,-0.057142857,1
Man United,Chelsea,H,2.257142857,1.685714286,W,W,W,D,L,W,1.342857143,0.428571429,0.2,-4
Sunderland,Bradford,NH,1.542857143,0.771428571,W,L,W,D,L,L,0.085714286,-0.914285714,0.314285714,-10
Aston Villa,Sunderland,NH,1.571428571,1.542857143,W,W,W,W,L,W,0.342857143,0.085714286,0,-1
Chelsea,Liverpool,H,1.685714286,1.885714286,D,L,W,D,W,W,0.428571429,0.742857143,-0.142857143,1
Everton,Arsenal,NH,1.371428571,1.885714286,W,D,W,W,W,W,0.371428571,0.857142857,-0.228571429,11
Newcastle,Coventry,H,1.257142857,1.171428571,D,L,L,W,L,L,0.142857143,-0.057142857,-0.057142857,-3
Southampton,Leicester,NH,1.142857143,1.314285714,L,W,W,D,L,W,-0.457142857,-0.057142857,0.057142857,7
Tottenham,Derby,NH,1.361111111,1,W,W,L,W,D,L,0.222222222,-0.25,-0.055555556,-6
Watford,Man United,NH,0.555555556,2.277777778,L,L,L,W,W,W,-1.138888889,1.333333333,-0.388888889,19
West Ham,Middlesbrough,NH,1.5,1.305555556,L,W,W,W,D,L,0.027777778,-0.222222222,0.055555556,-3
Bradford,Wimbledon,H,0.833333333,0.888888889,W,D,L,L,L,L,-0.861111111,-0.638888889,0.111111111,-1
Sheffield Weds,Leeds,NH,0.75,1.777777778,L,L,W,W,D,L,-0.916666667,0.361111111,0.055555556,15
Arsenal,West Ham,H,1.916666667,1.5,W,W,W,L,W,W,0.861111111,0.027777778,0.166666667,-7
Middlesbrough,Newcastle,NH,1.305555556,1.305555556,W,D,L,W,D,L,-0.222222222,0.194444444,0,1
Leeds,Watford,H,1.777777778,0.555555556,W,D,L,L,L,L,0.361111111,-1.138888889,0.083333333,-17
Liverpool,Leicester,NH,1.833333333,1.361111111,L,D,W,W,D,L,0.666666667,-0.027777778,0.055555556,-4
Arsenal,Chelsea,H,1.916666667,1.638888889,W,W,W,L,D,L,0.861111111,0.388888889,0.222222222,-3
Coventry,Sheffield Weds,H,1.108108108,0.72972973,L,L,W,L,L,L,-0.243243243,-0.972972973,-0.081081081,-4
Derby,Newcastle,NH,1,1.297297297,D,W,D,D,W,D,-0.243243243,0.189189189,0.027027027,5
Leicester,Bradford,H,1.405405405,0.891891892,W,W,D,W,W,D,0.027027027,-0.756756757,0.081081081,-9
Man United,Tottenham,H,2.297297297,1.351351351,W,W,W,D,W,W,1.324324324,0.216216216,0.216216216,-9
Middlesbrough,Watford,NH,1.297297297,0.540540541,D,W,D,L,L,L,-0.216216216,-1.162162162,0.108108108,-8
Sunderland,West Ham,H,1.486486486,1.459459459,D,L,W,L,L,W,0.054054054,0,-0.054054054,-2
Wimbledon,Aston Villa,NH,0.864864865,1.540540541,L,L,L,D,D,W,-0.702702703,0.324324324,-0.297297297,12
Liverpool,Southampton,NH,1.783783784,1.081081081,L,L,D,L,L,L,0.594594595,-0.513513514,0.027027027,-11
Leeds,Everton,NH,1.810810811,1.324324324,W,W,D,L,D,W,0.405405405,0.324324324,-0.027027027,-10
Arsenal,Sheffield Weds,NH,1.945945946,0.72972973,W,W,W,L,L,L,0.864864865,-0.972972973,0.243243243,-16
Aston Villa,Man United,NH,1.526315789,2.315789474,D,D,D,W,W,W,0.315789474,1.342105263,-0.157894737,5
Bradford,Liverpool,H,0.868421053,1.763157895,L,W,W,D,L,L,-0.815789474,0.578947368,0.052631579,13
Chelsea,Derby,H,1.631578947,1,L,W,L,D,D,W,0.394736842,-0.236842105,-0.052631579,-11
Everton,Middlesbrough,NH,1.315789474,1.289473684,D,L,D,D,D,W,0.315789474,-0.210526316,0,1
Newcastle,Arsenal,H,1.289473684,1.921052632,D,D,W,D,W,W,0.184210526,0.842105263,-0.184210526,9
Sheffield Weds,Leicester,H,0.736842105,1.447368421,D,L,L,W,W,W,-0.947368421,0.105263158,-0.157894737,10
Southampton,Wimbledon,H,1.078947368,0.868421053,D,L,L,D,L,L,-0.5,-0.684210526,0.078947368,-3
Tottenham,Sunderland,H,1.315789474,1.526315789,L,D,W,W,D,L,0.157894737,0.078947368,0,3
Watford,Coventry,H,0.552631579,1.157894737,D,L,L,W,L,L,-1.131578947,-0.157894737,-0.131578947,6
West Ham,Leeds,NH,1.421052632,1.789473684,L,L,L,D,W,W,-0.026315789,0.394736842,-0.052631579,6
Charlton,Man City,H,0,0,M,M,M,M,M,M,0,0,0,-9
Chelsea,West Ham,H,0,0,M,M,M,M,M,M,0,0,0,-9
Coventry,Middlesbrough,NH,0,0,M,M,M,M,M,M,0,0,0,5
Derby,Southampton,NH,0,0,M,M,M,M,M,M,0,0,0,7
Leeds,Everton,H,0,0,M,M,M,M,M,M,0,0,0,-12
Leicester,Aston Villa,NH,0,0,M,M,M,M,M,M,0,0,0,5
Liverpool,Bradford,H,0,0,M,M,M,M,M,M,0,0,0,-17
Sunderland,Arsenal,H,0,0,M,M,M,M,M,M,0,0,0,5
Tottenham,Ipswich,H,0,0,M,M,M,M,M,M,0,0,0,7
Man United,Newcastle,H,0,0,M,M,M,M,M,M,0,0,0,-10
Arsenal,Liverpool,H,0,1.5,L,M,M,W,M,M,-0.5,0.5,-1.5,-1
Bradford,Chelsea,H,0,1.5,L,M,M,W,M,M,-0.5,1,-1.5,14
Ipswich,Man United,NH,0,1.5,L,M,M,W,M,M,-1,1,-1.5,4
Middlesbrough,Tottenham,NH,1.5,1.5,W,M,M,W,M,M,1,1,0,2
Everton,Charlton,H,0,1.5,L,M,M,W,M,M,-1,2,-1.5,7
Man City,Sunderland,H,0,1.5,L,M,M,W,M,M,-2,0.5,-1.5,11
Newcastle,Derby,H,0,0.5,L,M,M,D,M,M,-1,0,-0.5,-6
Southampton,Coventry,NH,0.5,0,D,M,M,L,M,M,0,-1,0.5,-9
West Ham,Leicester,NH,0,0.5,L,M,M,D,M,M,-1,0,-0.5,2
Arsenal,Charlton,H,0,1.5,L,M,M,W,M,M,-0.5,2,-1.5,-7
Bradford,Leicester,NH,1,1.333333333,W,L,M,W,D,M,0.333333333,0.333333333,-0.333333333,7
Everton,Derby,NH,1,0.333333333,W,L,M,L,D,M,0.333333333,-0.333333333,0.666666667,-1
Ipswich,Sunderland,H,0.333333333,1,D,L,M,L,W,M,-0.666666667,-0.333333333,-0.666666667,-2
Man City,Coventry,NH,1,1,W,L,M,W,L,M,-0.666666667,-0.333333333,0,-1
Middlesbrough,Leeds,NH,1.333333333,2,D,W,M,W,W,M,0.666666667,1,-0.666666667,10
Newcastle,Tottenham,H,1,1.333333333,W,L,M,D,W,M,-0.333333333,0.666666667,-0.333333333,-1
Southampton,Liverpool,NH,0.333333333,1,L,D,M,L,W,M,-0.333333333,-0.333333333,-0.666666667,7
West Ham,Man United,NH,0,1.333333333,L,L,M,D,W,M,-1,0.666666667,-1.333333333,14
Aston Villa,Chelsea,NH,0.666666667,1,D,D,M,L,W,M,0,0,-0.333333333,2
Leeds,Man City,NH,2,1,W,W,M,W,L,M,1,-0.666666667,1,-14
Man United,Bradford,H,1.25,1,D,D,W,D,W,L,0.5,0.25,0.25,-19
Sunderland,West Ham,NH,0.75,0.25,L,L,W,D,L,L,-0.5,-0.75,0.5,-8
Tottenham,Everton,H,1,1,L,D,W,D,W,L,0,0.25,0,-4
Charlton,Southampton,NH,0.75,0.5,L,L,W,D,L,D,-0.25,-0.25,0.25,-1
Chelsea,Arsenal,NH,1,1.5,D,L,W,W,W,L,0,0.75,-0.5,4
Coventry,Newcastle,NH,1.5,1.5,W,W,L,W,W,L,0,0.25,0,8
Derby,Middlesbrough,NH,0.5,1,D,L,D,L,D,W,-0.25,0.25,-0.5,3
Leicester,Ipswich,H,1.25,1,D,W,D,W,D,L,0.25,-0.25,0.25,8
Liverpool,Aston Villa,H,1,0.5,D,L,W,L,D,D,-0.25,-0.5,0.5,-5
Bradford,Arsenal,NH,1,1.5,D,W,L,W,W,L,0.25,0.75,-0.5,18
Coventry,Leeds,NH,1.2,1.4,L,W,W,D,L,W,-0.4,0.4,-0.2,15
Ipswich,Aston Villa,NH,0.8,1,L,W,D,W,L,D,-0.4,-0.2,-0.2,-3
Leicester,Southampton,H,1.6,0.6,W,D,W,D,D,L,0.4,-0.2,1,3
Liverpool,Man City,H,1.4,1.2,W,D,L,W,L,W,0.2,-0.4,0.2,-15
Man United,Sunderland,H,1.6,0.8,W,D,D,D,L,L,1.6,-0.4,0.8,-6
Middlesbrough,Everton,NH,1,0.8,D,L,D,L,D,W,0.2,0,0.2,-2
Newcastle,Chelsea,NH,1.8,1,W,W,W,D,D,L,0.6,0,0.8,5
Derby,Charlton,NH,0.6,0.8,D,D,L,D,L,L,-0.2,-0.2,-0.2,8
Tottenham,West Ham,H,1.4,0.4,W,L,D,D,D,L,0.2,-0.6,1,-3
Arsenal,Coventry,H,1.4,1.2,D,W,W,L,W,W,0.6,-0.4,0.2,-17
Aston Villa,Bradford,H,1.333333333,0.833333333,W,W,L,D,L,D,0.166666667,-0.833333333,0.5,-12
Charlton,Tottenham,H,0.833333333,1.666666667,D,D,L,W,W,L,-0.166666667,0.333333333,-0.833333333,-3
Everton,Man United,NH,1.166666667,1.833333333,W,L,D,W,W,D,0.166666667,1.833333333,-0.666666667,15
Leeds,Ipswich,NH,1.166666667,0.666666667,L,D,L,L,L,W,0.166666667,-0.5,0.5,-1
Southampton,Newcastle,H,0.5,1.666666667,L,D,D,D,W,W,-0.333333333,0.5,-1.166666667,-1
Sunderland,Derby,H,0.666666667,0.666666667,L,D,L,D,D,D,-0.833333333,-0.166666667,0,-10
Chelsea,Leicester,NH,1,1.833333333,D,D,D,W,W,D,0,0.5,-0.833333333,-7
Man City,Middlesbrough,NH,1,0.833333333,L,W,L,L,D,L,-0.5,0,0.166666667,4
West Ham,Liverpool,NH,0.333333333,1.666666667,L,D,D,W,W,D,-0.666666667,0.333333333,-1.333333333,12
Bradford,Southampton,NH,0.833333333,0.5,D,L,D,L,D,D,-0.833333333,-0.333333333,0.333333333,10
Coventry,West Ham,NH,1,0.428571429,L,D,L,D,L,D,-0.428571429,-0.571428571,0.571428571,4
Derby,Leeds,NH,0.571428571,1.142857143,L,D,D,D,L,D,-0.285714286,0.142857143,-0.285714286,13
Ipswich,Arsenal,NH,1,1.571428571,W,L,L,W,D,D,-0.285714286,0.571428571,-0.571428571,3
Liverpool,Sunderland,NH,1.571428571,1,D,W,W,W,L,D,0.285714286,-0.571428571,0.571428571,-4
Man United,Chelsea,NH,2,0.857142857,W,W,W,L,D,D,1.857142857,-0.285714286,1.142857143,-5
Middlesbrough,Aston Villa,NH,0.857142857,1.285714286,D,L,D,D,W,W,0,0.142857143,-0.714285714,6
Newcastle,Charlton,NH,1.428571429,1.142857143,L,D,W,W,D,D,0.142857143,0,0.714285714,2
Tottenham,Man City,NH,1.428571429,1,L,W,W,D,L,W,0.142857143,-0.428571429,0,-6
Leicester,Everton,NH,2,1,W,W,W,L,W,L,0.714285714,-0.142857143,0.857142857,-3
Aston Villa,Derby,H,1.285714286,0.571428571,D,W,W,L,D,D,0.142857143,-0.285714286,0.714285714,-9
Charlton,Coventry,NH,1.375,0.875,W,W,D,L,L,D,0.125,-0.75,0.5,-10
Everton,Ipswich,NH,1,1,D,L,W,D,W,L,-0.125,-0.25,-0.25,11
Leeds,Tottenham,H,1.375,1.375,W,D,L,D,L,W,0.25,0.125,-0.25,-8
Man City,Newcastle,NH,1,1.25,D,D,L,L,L,D,-0.375,0,-0.25,7
Southampton,Middlesbrough,NH,1.125,0.875,W,W,L,D,D,L,0.125,0,0.625,-4
West Ham,Bradford,NH,0.75,0.625,W,D,L,L,L,D,-0.125,-1,0.5,-5
Arsenal,Man United,H,1.5,1.875,D,W,D,D,W,W,0.5,1.625,-0.25,1
Chelsea,Liverpool,H,0.875,1.5,D,L,D,D,D,W,-0.25,0.25,-0.625,3
Sunderland,Leicester,NH,1,1.875,D,W,L,D,W,W,-0.5,0.625,-0.75,-6
Arsenal,Aston Villa,H,1.5,1.5,D,W,D,W,D,W,0.5,0.5,-0.125,-6
Coventry,Tottenham,H,0.888888889,1.222222222,D,L,L,L,D,L,-0.666666667,0,-0.555555556,7
Everton,Southampton,NH,0.888888889,1,L,D,L,L,W,W,-0.444444444,-0.111111111,-0.333333333,6
Ipswich,West Ham,NH,1.222222222,0.777777778,W,D,W,D,W,D,0.111111111,-0.111111111,0.111111111,-10
Leeds,Charlton,H,1.555555556,1.333333333,W,W,D,D,W,W,0.444444444,0.111111111,-0.111111111,-5
Leicester,Man United,NH,1.777777778,1.666666667,D,D,W,L,D,W,0.555555556,1.333333333,0.111111111,12
Man City,Bradford,H,0.888888889,0.666666667,L,D,D,D,L,L,-0.444444444,-0.888888889,0.333333333,-2
Sunderland,Chelsea,H,1,1.111111111,D,D,W,W,D,L,-0.444444444,0.111111111,0,1
Derby,Liverpool,NH,0.555555556,1.333333333,L,D,L,L,D,D,-0.555555556,-0.111111111,-0.555555556,14
Middlesbrough,Newcastle,NH,1.111111111,1.444444444,W,D,D,W,L,L,0.222222222,0.111111111,-0.111111111,3
Bradford,Ipswich,NH,0.666666667,1.222222222,D,L,L,W,D,W,-0.888888889,0.111111111,-0.555555556,15
Charlton,Middlesbrough,H,1.2,1,L,D,W,L,W,D,-0.1,0,0.3,-5
Chelsea,Coventry,H,1,1.1,L,W,D,W,D,L,0,-0.5,0,-13
Liverpool,Leicester,H,1.5,1.6,W,L,D,L,D,D,0.3,0.2,0,-10
Man United,Leeds,H,1.8,1.4,W,L,D,L,W,W,1.5,0.1,0.3,-3
Newcastle,Everton,NH,1.6,0.9,W,W,L,D,L,D,0.3,-0.4,0.2,-5
Tottenham,Derby,H,1.1,0.5,L,L,D,L,L,D,-0.1,-0.9,0.2,-5
West Ham,Arsenal,NH,0.8,1.8,D,D,W,W,W,D,-0.1,0.6,-0.5,13
Aston Villa,Sunderland,NH,1.3,1.2,D,L,W,W,D,D,0.3,-0.3,0,1
Southampton,Man City,NH,1,1.1,D,L,W,W,L,D,-0.1,-0.2,0.2,-8
Arsenal,Man City,H,1.8,1.1,W,W,D,W,L,D,0.6,-0.2,0.6,-16
Aston Villa,Charlton,H,1.454545455,1.363636364,W,D,L,W,L,D,0.363636364,0,-0.181818182,-1
Chelsea,Tottenham,H,1.181818182,1.272727273,W,L,W,W,L,L,0.454545455,0.090909091,0.272727273,-6
Ipswich,Middlesbrough,H,1.363636364,0.909090909,W,D,W,L,L,W,0.272727273,-0.090909091,0.545454545,-9
Leicester,Derby,H,1.454545455,0.454545455,L,L,D,L,L,L,0.090909091,-1,0.363636364,-4
Man United,Southampton,H,1.909090909,0.909090909,W,W,L,L,D,L,1.636363636,-0.272727273,0.272727273,-9
Sunderland,Coventry,H,1.181818182,1,D,W,D,L,W,D,-0.272727273,-0.909090909,0.454545455,-12
West Ham,Newcastle,H,0.727272727,1.454545455,L,D,D,L,W,W,-0.181818182,0.181818182,0,4
Bradford,Leeds,NH,0.545454545,1.363636364,L,L,D,D,L,W,-1.090909091,0.090909091,-0.636363636,16
Liverpool,Everton,H,1.636363636,1.090909091,W,W,L,W,D,L,0.363636364,-0.272727273,0.272727273,-13
Charlton,Bradford,H,1.363636364,0.545454545,W,L,D,L,L,D,0,-1.090909091,0.818181818,-11
Coventry,Man United,NH,0.916666667,2,L,L,W,W,W,W,-0.916666667,1.916666667,-0.5,18
Leeds,Liverpool,H,1.5,1.75,W,D,L,W,W,W,0.166666667,0.5,0,1
Man City,Leicester,NH,1.166666667,1.583333333,L,W,W,W,L,L,-0.416666667,0.166666667,0.166666667,5
Middlesbrough,Arsenal,NH,0.833333333,2,L,L,L,W,W,W,-0.166666667,1,-0.75,12
Newcastle,Ipswich,H,1.333333333,1.5,L,L,W,W,W,D,0.083333333,0.333333333,-0.416666667,6
Southampton,Chelsea,H,0.833333333,1.333333333,L,L,D,W,W,L,-0.666666667,0.666666667,-0.5,4
Tottenham,Sunderland,H,1.166666667,1.333333333,L,W,L,W,D,W,-0.166666667,-0.166666667,-0.416666667,5
Everton,Aston Villa,NH,1,1.583333333,L,W,D,W,W,D,-0.416666667,0.416666667,-0.416666667,8
Derby,West Ham,NH,0.416666667,0.916666667,L,L,L,W,L,D,-1,-0.083333333,-0.583333333,2
Arsenal,Derby,NH,2,0.416666667,W,W,W,L,L,L,1,-1,1,-15
Aston Villa,Tottenham,H,1.692307692,1.307692308,W,W,W,W,L,W,0.538461538,-0.076923077,0.307692308,-4
Bradford,Everton,NH,0.538461538,0.923076923,L,D,L,L,L,W,-1.076923077,-0.461538462,-0.153846154,4
Ipswich,Charlton,H,1.384615385,1.384615385,L,W,W,W,L,W,0.230769231,0.076923077,0.230769231,-4
Leicester,Newcastle,NH,1.692307692,1.461538462,W,W,L,W,L,L,0.230769231,0.153846154,-0.153846154,2
Man United,Middlesbrough,H,2.076923077,0.769230769,W,W,W,L,L,L,1.846153846,-0.230769231,0.692307692,-13
Sunderland,Southampton,NH,1.230769231,1,L,W,D,W,L,L,-0.230769231,-0.538461538,0.307692308,-3
West Ham,Man City,H,0.923076923,1.076923077,D,W,L,L,L,W,-0.076923077,-0.461538462,0,-3
Chelsea,Leeds,NH,1.230769231,1.461538462,L,W,W,D,W,D,0.538461538,0.153846154,0.076923077,2
Liverpool,Coventry,H,1.615384615,0.846153846,L,W,W,L,L,L,0.384615385,-0.923076923,0.384615385,-16
Charlton,Chelsea,H,1.384615385,1.230769231,W,L,W,L,W,W,0.076923077,0.538461538,-0.153846154,3
Derby,Bradford,H,0.5,0.5,D,D,L,L,L,D,-0.857142857,-1.071428571,0.071428571,-3
Everton,Arsenal,H,1.071428571,2,W,L,L,D,W,W,-0.357142857,0.928571429,-0.428571429,14
Leeds,West Ham,NH,1.357142857,1.071428571,L,D,W,W,D,W,0.071428571,0.142857143,-0.214285714,-11
Man City,Man United,NH,1,2.142857143,L,L,L,W,W,W,-0.642857143,1.785714286,-0.642857143,17
